動作名稱,器材,重點部位,準備工作,動作要領,關鍵提示
貓牛式,無器材,"肩膀, 背部：背部, 腰部, 腹部",四足跪：手在肩下、膝在髖下,吐氣拱背（貓）；吸氣胸口打開、背下沉（牛）；動作連貫,用呼吸帶動；肩不聳、腰以舒適角度
" 開書式胸椎旋轉（側躺）",無器材,"肩膀, 背部：背部, 胸部, 腰部",側躺髖膝約 90°；膝可夾枕固定,固定下半身，上方手像翻書打開，胸口旋轉、視線跟手；回程控制,膝蓋固定；用胸口帶動，不甩手；吐氣打開更順
胸椎伸展（跪姿手肘撐地、胸口向地再回）,無器材,"肩膀, 背部：背部, 胸部, 腰部",跪姿前臂撐地；腹部輕收、下巴微收,吐氣胸口往地沉、上背延伸；吸氣回起始；骨盆不前移,胸口往地沉、不是屁股往後坐；腰不夾痛
四足跪肩胛前推/後收（Scapular push-up）,無器材,"肩膀, 背部：背部, 胸部",四足跪；手掌均勻受力；手肘打直不鎖死,吸氣肩胛後收背微下沉；吐氣肩胛前推把地推遠；軀幹穩定,手肘不彎、只動肩胛；不要聳肩；腹部微收防塌腰
牆上滑手（Wall slide，保持肋骨不外翻）,無器材,"肩膀, 背部：背部, 胸部, 腹部",背靠牆、腳離牆 10–20cm；下背輕貼牆；手肘 90° 前臂貼牆,先吐氣收肋骨＋腹部輕收；手臂沿牆上滑到可控高度再回,下背不拱、肋骨不翹；肩不聳、脖子放鬆
俯臥 Y / T（小幅度、肩胛下沉外旋）,無器材,"肩膀, 背部：背部",俯臥額頭墊毛巾；腹部輕收,拇指朝上（上臂外旋），肩胛下沉；Y（約120°）/T（90°）小幅抬起停 1–2 秒再放,小幅度以控制為主；先伸長再抬；腰不拱、肩離耳
" 桌緣/牆面推牆（Incline push-up）＋頂端「加一點肩胛前推」",無器材,"手臂：前臂, 手臂：肱三頭肌, 手臂：肱二頭肌, 肩膀, 胸部",牆面較易、桌緣較難；身體一條線；腹部輕收,下放吸氣、肘約 30–45°；推起吐氣回頂端；頂端再把牆/桌推遠 1 秒（肩胛前推）,身體像板；吐氣推起、頂端再推遠；肩不聳、頸放鬆
仰臥腹式呼吸＋吐氣時肋骨回收,無器材,"背部：背部, 胸部, 腰部, 腹部",仰臥屈膝；一手下肋、一手腹部,吸氣下肋向外擴；吐氣下肋往內下合回、腹部輕收，腰中立,先吐氣收肋骨再吸；腰不拱、肩頸放鬆
骨盆前後傾找中立位,無器材,"腰部, 腹部, 腿部：臀肌",仰臥屈膝（亦可坐/站）；摸骨盆前側作定位,吐氣後傾讓下背貼近；吸氣前傾讓腰出自然弧度；在兩端之間找最省力中立位,用骨盆滾動不抬臀；中立＝介於貼平與拱起之間
" 90/90 髖旋轉（坐姿換腳）",無器材,"腰部, 腹部, 腿部：臀肌, 髖關節",坐姿前後腳膝皆約 90°；坐骨平均著地,吐氣把雙膝翻到另一側換腳；以髖旋轉為主、腰不大扭；換邊停 1–2 秒,先坐直再換邊；骨盆少歪；需要可用手撐地輔助
跪姿髖屈肌伸展（骨盆保持中立）,無器材,"腰部, 腹部, 腿部：臀肌, 髖關節",半跪姿；先收肋骨＋腹部輕收、臀部輕夾,維持骨盆中立下整體微前移，感受後側髖前拉伸；可加同側手上舉/側彎,維持骨盆中立下整體微前移，感受後側髖前拉伸；可加同側手上舉/側彎
死蟲式Dead bug（對側手腳伸）,無器材,"腰部, 腹部, 髖關節",仰臥桌面腿 90/90；先吐氣收肋骨、腰穩,吐氣伸對側手＋腳到可控距離；骨盆不晃、肋骨不外翻；吸氣回來交替,腰穩定優先；伸到控制得住即可；慢、穩、呼吸不中斷
髖關節鉸鏈,無器材,"背部：背部, 腰部, 腿部：腿後肌群, 腿部：臀肌",站姿膝微彎；可用棍三點貼（後腦/上背/尾椎）,骨盆往後送、軀幹前傾但脊椎中立；膝只微彎；吐氣用臀帶回站直,屁股往後不是往下蹲；肋骨收住不拱腰；重量在腳中後段
短足（Short-foot，足弓輕收、腳趾放鬆）,無器材,"腿部：小腿肌, 足部：腳踝",赤腳坐/站；腳掌三點貼地；腳趾放鬆,在腳趾不抓地前提下讓前腳掌「往後收」，足弓微抬；維持 3–5 秒,腳趾放鬆；力道小、抽筋代表太用力；三點著地不塌弓
腳趾瑜伽（大腳趾抬/其餘抬）,無器材,"腿部：小腿肌, 足部：腳踝",赤腳坐/站；三點貼地；膝對第二趾,A 大趾抬：四趾貼地不翹；B 四趾抬：大趾球貼地不抬；各停 2–3 秒交替,不靠甩、動作慢；三點不離地；抽筋就縮小幅度
踝背屈動態（膝蓋往腳趾方向、腳跟不離地）,無器材,"腿部：小腿肌, 足部：腳踝",弓箭步或面牆；腳尖朝前；可設目標距離,膝沿第二趾方向前推靠近目標，足弓穩、腳跟不離地；停 1 秒回來,膝不內夾；腳跟黏地；終點停 1 秒、控制回程
彎膝提踵,無器材,腿部：小腿肌,站姿扶牆；膝微彎 20–30°；三點著地,膝角度固定，腳跟抬到最高停 1 秒，慢慢下降,膝角度固定；下降慢、不重摔；踝維持正中
靠牆抬腳尖,無器材,腿部：小腿肌,背靠牆；腳跟離牆 20–40cm；腳跟固定貼地,以前腳掌往上抬到最高停 1 秒，控制放下,腳跟不移位；抬前腳掌非整腳滑動；放下要控制
靠牆半蹲,無器材,"腰部, 腹部, 腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌",背貼牆；雙腳離牆 30–60cm；腳尖朝前,下滑到半蹲角度（約 45–60°或無痛範圍），膝對第二趾；腹部輕收、骨盆中立,膝不內夾；腳跟不抬；腰不拱、肋骨收住
椅子坐站,椅子,"腰部, 腹部, 腿部：小腿肌, 腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌",穩固椅；坐椅前 1/3；腳與髖同寬,髖鉸鏈前傾移重心至腳中段；吐氣站起；吸氣控制坐下輕碰再起,先前傾再站；膝對第二趾；坐下要慢、不摔坐
板凳臥推-彈力帶,"平板椅, 握把彈力帶","手臂：肱三頭肌, 肩膀, 胸部",Secure a band around a bench and lie on it with feet on the floor. Hold the handles at the height of the chest with elbows bent at 90 degrees and palms facing forward.,"1 Exhale and squeeze your chest to push the handles up to extend your arms straight.
2
Inhale and slowly lower your handles to the starting position and repeat.","1 Do not lock out your elbows at the top.
2 Secure the band where your head rests.
3 Keep a straight back and braced core during the exercise."
背部伸展-彈力帶,握把彈力帶,背部：下背部,Stand with feet shoulder width apart. Attach the band to a sturdy object and bend forward at your waist to hold both ends of the band with arms extended.,"1 Extend your waist to stand up straight.
2 Lower your upper body to the preparation position and repeat.","1 Do not jerk or bounce.
2 Keep a straight back and braced core during the exercise."
側平舉-彈力帶,握把彈力帶,肩膀,Stand on the middle of the band with feet together and hold a handle of the band in each hand with a neutral grip next to your thighs.,"Exhale and squeeze your shoulders to raise your arms to the sides until they are parallel to the floor.2
Pause for a few seconds, inhale and return to the starting position slowly and repeat.","1 Do not shrug your shoulders when raising arms up.
2 Keep your elbows slightly bent throughout the movement.
3 Keep a straight back and braced core during the exercise."
錘式彎舉-彈力帶,握把彈力帶,"手臂：前臂, 手臂：肱二頭肌",Stand with feet shoulder width apart. Hold a handle in each hand in front of your thighs with palms facing each other. Extend arms tucked to your sides.,"1 Squeeze your biceps to bend your elbows and curl the band up to the height of your chest.
2 Return to the starting position slowly and repeat.","1 Keep a straight back and braced core during the exercise.
2 Keep your elbows still to your sides throughout the movement."
